"Município";"BCG";"Hepatite B  em crianças até 30 dias";"Rotavírus Humano";"Meningococo C";"Hepatite B";"Penta";"Pneumocócica";"Poliomielite";"Poliomielite 4 anos";"Febre Amarela";"Hepatite A";"Pneumocócica(1º ref)";"Meningococo C (1º ref)";"Poliomielite(1º ref)";"Tríplice Viral  D1";"Tríplice Viral  D2";"Tetra Viral(SRC+VZ)";"DTP";"DTP REF (4 e 6 anos)";"Tríplice Bacteriana(DTP)(1º ref)";"Sarampo";"Haemophilus influenzae b";"Dupla adulto e tríplice acelular gestante";"dTpa gestante";"Tetravalente (DTP/Hib) (TETRA)";"Ignorado";" Total"
"314050 MARTINHO CAMPOS";"67,86";"40,40";"64,99";"74,16";"86,25";"96,60";"104,20";"96,05";"69,59";"80,84";"94,16";"112,40";"114,00";"95,68";"117,99";"66,56";"38,27";"85,95";"38,63";"97,76";"65,22";"39,60";"31,55";"34,75";"72,47";"80,86";"79,91"
"314053 MARTINS SOARES";"67,61";"29,76";"72,84";"68,34";"86,79";"90,47";"99,21";"96,66";"69,42";"79,68";"72,95";"94,49";"91,50";"83,86";"97,89";"71,30";"28,59";"93,58";"36,41";"85,80";"88,10";"32,70";"41,95";"36,17";"77,57";"80,01";"77,89"
"314055 MATA VERDE";"113,58";"79,09";"66,92";"72,82";"101,28";"109,88";"117,05";"114,76";"40,04";"83,24";"80,34";"114,59";"108,45";"96,01";"133,24";"84,18";"46,24";"105,53";"26,68";"107,53";"143,29";"29,12";"22,87";"31,91";"84,53";"84,03";"87,67"
"314060 MATERLANDIA";"83,19";"61,39";"57,53";"62,78";"89,52";"92,95";"100,82";"106,16";"69,37";"65,06";"83,69";"114,15";"116,07";"107,19";"103,00";"104,32";"83,33";"92,08";"55,67";"113,67";"72,89";"36,45";"48,63";"50,15";"80,49";"83,58";"83,06"
"314070 MATEUS LEME";"78,92";"44,41";"69,26";"70,49";"92,39";"85,69";"94,89";"104,14";"80,29";"76,40";"69,03";"86,26";"88,96";"83,92";"107,56";"75,62";"42,39";"97,77";"38,20";"75,19";"88,72";"42,24";"23,96";"23,47";"78,30";"83,85";"80,77"
"314080 MATIAS BARBOSA";"14,49";"29,02";"68,83";"78,15";"87,21";"95,09";"109,48";"96,83";"79,16";"70,10";"90,25";"109,99";"107,91";"101,76";"120,08";"92,97";"69,23";"92,73";"47,18";"100,08";"70,44";"31,43";"25,45";"38,66";"73,43";"77,75";"76,94"
"314085 MATIAS CARDOSO";"82,25";"52,82";"60,50";"67,35";"82,10";"92,62";"99,87";"86,77";"40,61";"72,65";"78,12";"102,77";"107,66";"100,37";"104,48";"82,64";"50,58";"77,55";"26,02";"103,60";"44,51";"11,65";"30,84";"25,04";"74,42";"78,06";"75,48"
"314090 MATIPO";"108,34";"36,34";"58,62";"57,23";"79,67";"70,93";"81,72";"101,29";"51,46";"104,38";"62,42";"69,62";"72,86";"67,02";"133,53";"66,68";"25,37";"93,53";"28,34";"69,54";"290,98";"32,62";"26,25";"30,36";"74,95";"86,77";"85,10"
"314100 MATO VERDE";"90,26";"70,92";"56,02";"57,16";"85,78";"79,01";"88,32";"100,41";"69,68";"85,04";"69,70";"87,90";"85,38";"75,22";"114,76";"55,56";"20,87";"95,84";"42,68";"83,51";"84,16";"30,61";"25,90";"28,31";"75,98";"81,69";"79,51"
"314110 MATOZINHOS";"92,75";"66,48";"65,73";"67,86";"86,11";"78,64";"88,94";"96,12";"63,93";"72,30";"65,80";"79,35";"85,87";"78,17";"104,64";"69,95";"52,90";"92,73";"34,73";"79,81";"75,88";"28,03";"28,24";"19,10";"78,71";"86,02";"80,83"
"314120 MATUTINA";"113,68";"18,65";"73,19";"82,18";"104,07";"102,78";"106,70";"119,20";"88,46";"96,90";"86,08";"109,81";"109,18";"102,22";"122,43";"93,04";"37,00";"114,35";"59,48";"106,01";"135,61";"53,71";"36,77";"57,73";"90,49";"84,18";"89,26"
"314130 MEDEIROS";"114,27";"44,55";"71,83";"81,92";"107,75";"103,36";"120,80";"122,02";"75,00";"107,85";"94,06";"102,97";"110,56";"103,30";"146,56";"94,06";"37,29";"112,00";"55,14";"103,63";"130,12";"40,00";"40,34";"43,70";"80,00";"87,08";"92,26"
"314140 MEDINA";"109,11";"84,83";"66,15";"72,33";"87,51";"95,27";"111,78";"93,73";"55,01";"72,72";"74,34";"87,03";"91,57";"83,04";"124,89";"75,76";"29,51";"87,16";"33,55";"83,46";"54,86";"19,76";"29,64";"37,01";"83,71";"82,17";"80,99"
"314150 MENDES PIMENTEL";"97,98";"72,40";"60,81";"64,46";"81,53";"89,09";"92,60";"93,17";"74,72";"62,55";"78,45";"95,09";"97,73";"85,26";"101,36";"89,22";"51,69";"87,43";"51,25";"97,16";"79,09";"29,66";"38,54";"51,88";"62,71";"76,32";"77,03"
"314160 MERCES";"98,62";"62,26";"62,97";"67,60";"92,98";"87,10";"99,74";"105,09";"71,33";"78,58";"78,10";"93,93";"92,62";"90,83";"110,69";"82,02";"35,71";"98,74";"36,76";"91,79";"88,14";"46,06";"29,88";"34,88";"79,68";"77,92";"79,86"
"314170 MESQUITA";"111,08";"17,87";"70,81";"71,69";"95,21";"108,94";"111,83";"110,43";"92,99";"82,93";"107,03";"118,06";"118,82";"113,69";"117,27";"119,96";"81,98";"99,77";"89,63";"116,35";"89,43";"38,24";"51,96";"48,45";"81,42";"84,64";"88,20"
"314180 MINAS NOVAS";"106,45";"70,78";"50,16";"55,05";"80,94";"77,31";"82,83";"92,26";"35,08";"68,87";"59,51";"80,41";"83,00";"70,39";"101,62";"70,00";"37,05";"87,09";"21,74";"77,01";"92,18";"27,14";"30,11";"25,81";"70,97";"86,26";"79,88"
"314190 MINDURI";"90,56";"68,61";"67,44";"65,08";"84,70";"83,62";"93,10";"97,80";"60,26";"88,12";"83,33";"95,56";"98,89";"95,83";"111,29";"88,89";"50,34";"88,83";"38,08";"98,89";"100,92";"35,57";"31,45";"41,51";"70,56";"86,04";"83,88"
"314200 MIRABELA";"129,75";"46,13";"61,91";"56,05";"86,23";"86,76";"89,80";"94,92";"66,79";"111,87";"77,82";"90,30";"91,93";"90,98";"111,21";"84,80";"48,06";"86,31";"36,76";"88,74";"89,82";"27,13";"46,27";"36,80";"76,21";"83,53";"83,82"
"314210 MIRADOURO";"122,80";"64,43";"69,26";"70,67";"97,04";"99,61";"101,40";"119,29";"69,77";"75,81";"93,59";"122,29";"115,88";"118,32";"127,10";"104,43";"54,23";"106,35";"66,78";"109,47";"109,21";"44,56";"50,24";"54,91";"83,28";"84,91";"89,19"
"314220 MIRAI";"97,93";"100,51";"56,02";"60,10";"83,56";"77,21";"82,00";"93,04";"61,82";"68,61";"75,23";"88,29";"91,41";"83,57";"102,65";"81,04";"36,36";"85,35";"32,86";"85,76";"82,42";"40,98";"22,26";"43,18";"70,57";"78,92";"77,71"
"314225 MIRAVANIA";"73,14";"38,65";"61,12";"68,96";"88,87";"90,74";"101,39";"102,48";"40,94";"97,16";"77,95";"102,40";"101,97";"94,10";"135,76";"81,88";"36,12";"90,47";"26,18";"95,63";"57,76";"28,12";"59,02";"32,79";"85,70";"86,42";"83,56"
"314230 MOEDA";"91,40";"81,38";"79,62";"85,96";"109,04";"114,32";"124,96";"118,37";"105,20";"94,29";"113,52";"133,67";"130,87";"135,20";"126,33";"129,59";"72,34";"104,17";"86,62";"119,64";"96,51";"33,14";"72,09";"68,45";"95,39";"81,14";"89,94"
"314240 MOEMA";"94,38";"76,08";"69,44";"69,19";"87,77";"100,42";"109,22";"102,96";"73,36";"84,24";"95,22";"102,23";"106,86";"106,38";"116,36";"99,20";"70,67";"89,34";"49,43";"101,75";"78,17";"44,51";"20,67";"56,50";"70,52";"81,82";"83,62"
"314250 MONJOLOS";"94,91";"65,78";"67,26";"66,30";"90,08";"98,65";"105,49";"98,85";"70,32";"92,49";"95,45";"115,15";"115,66";"107,07";"111,76";"95,45";"47,33";"86,01";"47,37";"114,14";"105,78";"19,45";"70,12";"76,83";"79,49";"93,13";"90,49"
"314260 MONSENHOR PAULO";"121,37";"60,79";"85,10";"89,05";"113,92";"112,02";"120,24";"129,14";"86,32";"89,36";"98,17";"123,27";"123,27";"108,89";"148,98";"98,59";"44,57";"120,50";"63,01";"118,19";"117,46";"58,84";"43,80";"48,73";"88,57";"97,76";"100,10"
"314270 MONTALVANIA";"117,53";"89,40";"68,95";"73,50";"93,45";"107,01";"109,27";"105,57";"74,10";"87,08";"88,22";"115,26";"115,09";"112,79";"134,03";"105,72";"66,48";"93,21";"42,33";"114,58";"93,36";"29,60";"62,66";"58,61";"78,05";"78,99";"85,45"
"314280 MONTE ALEGRE DE MINAS";"91,32";"67,11";"59,16";"89,37";"84,79";"73,99";"80,70";"90,59";"62,90";"76,13";"65,13";"70,36";"78,13";"67,53";"102,10";"51,98";"18,66";"85,42";"35,63";"71,44";"76,75";"30,94";"15,62";"23,51";"71,89";"81,86";"77,10"
"314290 MONTE AZUL";"98,71";"105,00";"62,82";"68,81";"78,55";"79,43";"92,35";"90,65";"76,62";"75,63";"72,18";"87,11";"89,73";"81,79";"98,85";"76,00";"31,47";"83,95";"41,24";"79,51";"75,25";"20,53";"29,41";"34,92";"68,68";"74,61";"75,30"
"314300 MONTE BELO";"96,37";"77,43";"64,43";"66,39";"87,10";"87,70";"92,45";"97,38";"83,21";"74,73";"84,30";"101,61";"102,14";"95,45";"107,56";"93,31";"38,51";"88,75";"48,46";"92,51";"77,76";"30,80";"67,55";"67,96";"70,86";"79,66";"80,90"
"314310 MONTE CARMELO";"122,78";"109,34";"67,79";"107,87";"93,05";"94,52";"99,50";"101,14";"89,30";"84,88";"86,38";"103,87";"104,05";"102,46";"107,49";"95,97";"46,20";"93,45";"46,29";"98,46";"83,61";"36,40";"42,75";"40,95";"76,62";"84,76";"87,05"
"314315 MONTE FORMOSO";"85,83";"105,37";"54,41";"69,28";"93,84";"105,44";"107,45";"102,88";"55,73";"79,63";"86,57";"101,45";"103,51";"89,26";"123,46";"91,94";"44,41";"92,74";"27,90";"93,80";"60,59";"49,38";"32,55";"45,45";"76,11";"84,91";"83,82"
"314320 MONTE SANTO DE MINAS";"87,73";"36,24";"64,67";"72,10";"86,82";"89,42";"95,74";"97,44";"80,72";"79,76";"83,27";"98,91";"102,67";"101,91";"107,48";"97,77";"48,84";"88,20";"46,01";"96,40";"78,20";"30,20";"58,98";"57,26";"76,79";"76,26";"78,70"
"314330 MONTES CLAROS";"120,37";"90,59";"62,65";"90,85";"82,64";"77,16";"83,93";"89,72";"65,16";"74,03";"69,10";"76,55";"77,76";"71,28";"103,91";"71,52";"35,93";"85,67";"36,93";"71,17";"83,13";"26,63";"27,50";"24,25";"71,46";"80,01";"78,53"
"314340 MONTE SIAO";"100,59";"42,25";"68,95";"76,17";"93,06";"93,83";"98,77";"105,91";"55,23";"86,73";"72,07";"86,17";"101,99";"100,00";"115,47";"93,11";"53,51";"95,67";"31,48";"88,97";"79,85";"18,47";"43,97";"49,40";"80,14";"86,81";"85,09"
"314345 MONTEZUMA";"69,64";"40,82";"63,01";"72,53";"81,43";"91,79";"100,97";"88,96";"58,64";"75,40";"86,01";"96,79";"96,94";"95,19";"112,83";"72,45";"35,38";"80,96";"54,97";"94,02";"76,59";"10,93";"46,08";"43,78";"74,99";"84,53";"80,11"
"314350 MORADA NOVA DE MINAS";"94,99";"62,67";"71,45";"72,87";"90,52";"103,38";"107,18";"103,85";"88,14";"81,89";"93,13";"112,13";"111,32";"110,51";"114,81";"95,69";"42,91";"95,38";"44,37";"103,50";"70,45";"26,72";"52,05";"48,22";"76,27";"83,38";"84,60"
"314360 MORRO DA GARCA";"77,06";"65,32";"65,65";"69,35";"95,31";"98,15";"107,56";"100,10";"78,21";"91,85";"92,27";"118,88";"120,60";"109,01";"115,15";"100,86";"53,37";"84,98";"52,26";"118,88";"52,39";"24,18";"37,66";"44,77";"87,05";"86,80";"85,67"
"314370 MORRO DO PILAR";"86,13";"25,57";"69,47";"77,14";"86,79";"80,88";"113,68";"101,03";"38,71";"71,98";"72,17";"61,81";"83,82";"66,02";"125,96";"73,79";"57,99";"98,67";"27,47";"65,70";"79,87";"50,64";"31,68";"36,96";"84,64";"94,98";"87,60"
"314380 MUNHOZ";"119,72";"103,49";"70,90";"95,49";"106,08";"120,92";"133,05";"123,11";"68,41";"89,27";"103,49";"128,17";"125,55";"109,17";"122,76";"113,76";"53,54";"110,29";"54,57";"118,78";"93,34";"19,76";"49,06";"42,49";"86,84";"88,75";"93,04"
"314390 MURIAE";"109,20";"84,50";"60,90";"71,74";"95,89";"70,87";"77,00";"106,59";"66,82";"81,88";"62,51";"76,12";"79,23";"72,43";"117,57";"59,68";"26,46";"105,15";"37,00";"69,59";"145,59";"63,14";"24,42";"29,08";"78,55";"85,16";"83,61"
"314400 MUTUM";"94,59";"75,38";"67,76";"55,84";"85,59";"77,38";"84,38";"96,20";"57,48";"77,36";"65,04";"81,72";"82,22";"77,79";"104,41";"71,98";"31,52";"89,59";"34,00";"72,45";"68,30";"18,57";"34,27";"29,99";"78,13";"80,84";"78,22"
"314410 MUZAMBINHO";"97,86";"77,90";"68,87";"71,07";"87,50";"92,87";"98,37";"95,67";"88,64";"73,68";"80,93";"97,73";"99,67";"96,21";"105,86";"89,73";"41,68";"88,28";"40,38";"90,77";"80,34";"35,82";"45,95";"43,14";"69,64";"75,45";"78,43"
"314420 NACIP RAYDAN";"70,15";"24,80";"64,02";"75,25";"95,65";"99,60";"114,33";"110,78";"54,89";"91,30";"74,78";"107,08";"105,31";"99,56";"134,46";"82,30";"50,00";"100,12";"56,52";"100,44";"92,11";"41,45";"24,88";"33,90";"81,99";"83,37";"84,40"
"314430 NANUQUE";"131,13";"79,84";"57,72";"57,86";"87,48";"77,07";"81,35";"109,49";"55,24";"100,77";"61,32";"85,79";"85,65";"74,60";"121,59";"64,65";"35,31";"102,29";"33,01";"79,77";"154,07";"19,06";"40,82";"26,96";"74,96";"78,70";"81,86"
"314435 NAQUE";"142,02";"39,98";"86,39";"92,99";"110,55";"120,11";"127,88";"122,66";"103,38";"96,06";"99,88";"122,39";"119,81";"116,76";"127,40";"107,03";"65,42";"114,61";"73,20";"114,07";"206,31";"36,56";"40,60";"47,02";"86,70";"89,35";"97,38"
"314437 NATALANDIA";"108,11";"40,41";"72,41";"73,71";"99,91";"100,23";"106,46";"113,05";"105,45";"90,21";"91,82";"113,81";"114,83";"105,12";"117,76";"104,86";"57,91";"110,16";"51,64";"106,91";"88,19";"35,70";"49,73";"48,40";"87,32";"92,59";"92,33"
"314440 NATERCIA";"105,10";"107,43";"69,54";"73,59";"92,58";"97,27";"102,88";"103,67";"78,04";"70,66";"99,38";"121,98";"112,69";"108,67";"113,19";"111,76";"67,12";"98,40";"78,04";"106,19";"88,03";"20,95";"63,75";"59,87";"75,83";"72,16";"79,41"
"314450 NAZARENO";"104,66";"75,71";"70,75";"67,63";"103,61";"101,58";"108,80";"126,52";"72,96";"84,62";"86,66";"109,60";"106,75";"108,85";"138,31";"97,90";"39,12";"118,96";"36,45";"104,65";"124,04";"53,89";"42,42";"40,72";"87,77";"92,04";"93,53"
"314460 NEPOMUCENO";"85,18";"38,99";"65,85";"69,53";"87,46";"91,74";"99,31";"100,14";"84,98";"77,66";"86,55";"104,54";"107,19";"100,20";"113,03";"92,28";"56,15";"92,30";"37,97";"93,05";"78,11";"38,37";"42,91";"40,40";"71,86";"85,28";"83,37"
"314465 NINHEIRA";"47,54";"39,66";"68,32";"72,20";"83,24";"91,64";"102,94";"86,17";"55,23";"86,46";"74,29";"97,60";"106,51";"96,11";"112,50";"71,66";"28,17";"80,25";"31,41";"101,60";"53,96";"12,79";"27,20";"27,20";"77,91";"79,20";"76,08"
"314467 NOVA BELEM";"83,04";"89,22";"64,08";"70,63";"77,05";"114,55";"108,40";"85,86";"97,08";"60,75";"103,50";"121,83";"123,18";"110,24";"112,87";"113,75";"53,91";"73,69";"95,00";"120,75";"47,71";"11,96";"76,56";"66,30";"66,22";"70,97";"75,13"
"314470 NOVA ERA";"100,08";"8,70";"64,56";"80,57";"89,29";"96,60";"99,59";"97,30";"89,35";"72,87";"78,88";"108,13";"109,68";"96,27";"101,44";"95,60";"46,73";"92,95";"49,53";"101,09";"74,99";"33,09";"47,19";"42,26";"72,30";"81,42";"81,55"
"314480 NOVA LIMA";"103,12";"114,67";"64,60";"64,53";"79,26";"79,57";"83,05";"83,55";"91,72";"72,24";"82,43";"80,46";"78,63";"74,11";"93,00";"75,68";"37,86";"81,11";"52,90";"74,87";"71,81";"32,58";"29,31";"32,66";"64,69";"70,36";"73,02"
"314490 NOVA MODICA";"92,08";"80,44";"65,86";"70,34";"86,63";"111,62";"106,30";"93,50";"97,86";"100,90";"96,53";"119,87";"123,97";"122,08";"108,85";"96,85";"43,00";"82,86";"64,33";"117,67";"58,00";"22,91";"13,92";"32,69";"74,95";"81,17";"82,73"
"314500 NOVA PONTE";"102,49";"83,57";"78,63";"85,99";"96,90";"100,85";"107,81";"103,44";"78,90";"92,96";"88,64";"101,08";"104,67";"88,24";"113,68";"86,82";"28,51";"95,59";"42,24";"92,22";"68,33";"32,32";"38,23";"49,37";"82,59";"89,84";"88,61"
"314505 NOVA PORTEIRINHA";"83,09";"64,58";"60,28";"62,59";"86,17";"78,23";"88,42";"96,09";"47,54";"79,71";"67,48";"79,56";"80,95";"75,26";"102,41";"57,38";"33,91";"89,57";"31,99";"80,49";"50,80";"28,46";"31,88";"26,18";"79,14";"81,63";"77,48"
"314510 NOVA RESENDE";"96,72";"80,02";"67,28";"72,03";"93,04";"88,83";"94,39";"100,45";"76,47";"84,39";"87,26";"96,07";"101,46";"96,58";"111,28";"97,03";"55,19";"93,11";"44,88";"89,56";"84,70";"35,64";"62,82";"60,56";"75,06";"79,45";"82,59"
"314520 NOVA SERRANA";"93,02";"79,56";"80,55";"79,68";"95,93";"94,57";"102,95";"103,86";"100,35";"88,67";"80,09";"100,67";"100,29";"95,05";"107,77";"95,32";"36,55";"94,32";"55,49";"91,40";"82,47";"50,97";"41,58";"31,93";"80,13";"79,87";"83,88"
"314530 NOVO CRUZEIRO";"100,66";"65,97";"53,97";"57,80";"83,95";"80,55";"85,95";"95,53";"47,35";"77,40";"67,14";"84,41";"78,48";"83,74";"99,44";"85,78";"39,79";"86,86";"24,65";"83,43";"75,32";"13,81";"13,95";"16,30";"72,37";"77,57";"75,81"
"314535 NOVO ORIENTE DE MINAS";"80,08";"61,14";"59,23";"63,52";"88,14";"94,69";"98,01";"100,88";"65,83";"82,26";"75,05";"97,62";"95,05";"95,33";"116,53";"80,86";"60,10";"92,12";"42,16";"95,71";"68,89";"14,77";"24,22";"42,44";"81,99";"81,87";"81,02"
"314537 NOVORIZONTE";"70,24";"35,84";"59,27";"52,28";"84,24";"69,77";"76,70";"98,42";"37,86";"79,55";"57,48";"69,49";"70,08";"69,29";"108,08";"67,72";"40,87";"93,30";"27,08";"70,08";"79,87";"27,17";"57,21";"35,36";"82,09";"83,69";"78,50"
"314540 OLARIA";"37,06";"33,10";"73,32";"81,13";"98,02";"112,00";"125,00";"103,19";"100,00";"78,20";"93,23";"127,82";"121,05";"115,04";"132,48";"92,48";"56,76";"97,99";"60,36";"115,79";"74,29";"24,08";"39,07";"41,06";"84,98";"85,09";"84,80"
"314545 OLHOS-D\'AGUA";"16,54";"8,23";"77,32";"74,49";"96,17";"93,09";"107,98";"115,08";"72,22";"88,55";"89,48";"98,17";"101,68";"98,93";"116,72";"98,02";"47,38";"107,13";"47,63";"97,87";"103,83";"22,33";"22,42";"35,29";"86,11";"77,60";"79,55"
"314550 OLIMPIO NORONHA";"118,18";"56,79";"76,36";"76,16";"107,81";"108,97";"114,00";"121,56";"110,24";"91,49";"87,69";"115,77";"108,08";"96,54";"135,74";"86,54";"56,85";"113,97";"108,66";"105,38";"94,64";"63,09";"36,36";"45,87";"86,50";"88,96";"93,35"
"314560 OLIVEIRA";"97,84";"60,77";"59,67";"64,46";"84,67";"80,96";"88,69";"88,73";"67,11";"72,23";"71,83";"90,02";"86,73";"82,68";"98,87";"77,01";"31,75";"81,50";"39,21";"80,58";"70,88";"35,91";"24,78";"36,03";"67,86";"80,12";"77,41"
"314570 OLIVEIRA FORTES";"33,62";"86,03";"67,82";"87,82";"86,45";"116,35";"129,27";"110,12";"52,68";"79,25";"88,97";"118,38";"131,62";"116,18";"125,58";"106,62";"82,72";"91,02";"50,89";"127,21";"181,42";"12,25";"30,23";"36,43";"81,77";"87,23";"87,51"
"314580 ONCA DE PITANGUI";"62,33";"42,32";"73,56";"87,20";"107,56";"107,14";"120,89";"117,56";"57,06";"114,78";"96,27";"111,20";"106,64";"106,64";"154,21";"62,28";"26,47";"105,67";"36,10";"111,62";"112,50";"33,33";"52,91";"51,74";"100,15";"89,62";"91,47"
"314585 ORATORIOS";"80,60";"43,74";"73,54";"77,18";"95,50";"111,89";"110,85";"105,67";"100,36";"81,16";"97,74";"125,67";"126,49";"114,99";"124,31";"122,79";"71,15";"92,19";"92,70";"119,71";"88,20";"22,89";"35,84";"42,38";"71,68";"79,15";"84,28"
"314587 ORIZANIA";"85,90";"76,49";"62,29";"62,32";"87,20";"95,35";"90,16";"91,62";"84,63";"72,84";"73,46";"90,92";"92,63";"87,50";"94,49";"88,14";"43,25";"85,58";"55,40";"85,07";"62,87";"25,32";"33,19";"30,92";"70,02";"77,12";"76,81"
"314590 OURO BRANCO";"98,00";"69,24";"73,12";"80,14";"85,49";"94,56";"101,94";"93,71";"95,58";"70,17";"83,14";"105,12";"110,72";"100,92";"105,01";"83,27";"42,88";"97,16";"57,44";"98,91";"90,14";"35,98";"17,99";"28,76";"77,31";"77,02";"80,23"
"314600 OURO FINO";"114,65";"80,21";"75,64";"78,85";"100,69";"89,69";"120,25";"114,62";"51,18";"75,64";"74,09";"80,83";"81,93";"75,95";"122,70";"78,77";"30,67";"108,09";"22,59";"76,19";"88,70";"16,77";"5,64";"21,23";"87,67";"81,74";"82,53"
"314610 OURO PRETO";"87,27";"74,18";"62,39";"71,14";"82,93";"88,62";"95,07";"89,31";"68,05";"71,75";"77,56";"92,22";"92,95";"84,93";"94,86";"81,80";"49,15";"86,27";"41,15";"90,47";"68,61";"28,24";"33,72";"40,83";"69,75";"75,19";"75,60"
"314620 OURO VERDE DE MINAS";"75,15";"66,02";"64,85";"64,87";"90,49";"99,77";"97,24";"99,09";"103,24";"81,84";"87,94";"103,24";"110,12";"107,13";"130,66";"104,54";"61,58";"88,48";"70,07";"105,19";"89,15";"16,59";"60,03";"46,92";"79,48";"94,20";"89,60"
"314625 PADRE CARVALHO";"65,94";"40,61";"62,86";"62,23";"84,18";"79,11";"86,07";"93,49";"48,59";"80,33";"76,18";"89,61";"96,26";"91,00";"106,35";"83,66";"60,15";"89,16";"37,69";"89,34";"62,17";"31,60";"31,66";"28,08";"80,69";"85,00";"79,73"
"314630 PADRE PARAISO";"104,56";"85,05";"61,42";"62,78";"84,46";"97,92";"99,17";"93,69";"71,83";"67,01";"82,29";"97,82";"99,20";"91,99";"101,40";"81,80";"45,57";"84,23";"36,03";"93,10";"59,74";"12,78";"13,78";"28,66";"71,09";"77,08";"77,23"
"314640 PAINEIRAS";"87,07";"89,44";"58,88";"68,09";"86,52";"100,00";"113,43";"89,42";"87,71";"73,43";"84,49";"101,32";"113,86";"102,64";"113,09";"100,66";"49,42";"79,89";"86,03";"101,32";"55,93";"19,53";"27,24";"41,94";"72,93";"82,77";"81,47"
"314650 PAINS";"101,19";"76,68";"69,71";"82,32";"91,67";"91,89";"103,11";"100,77";"74,58";"91,75";"83,69";"101,72";"100,57";"92,13";"112,58";"76,82";"50,63";"90,44";"40,42";"92,56";"80,26";"40,88";"34,83";"53,13";"73,05";"80,92";"82,92"
"314655 PAI PEDRO";"78,20";"53,01";"64,59";"72,60";"88,02";"97,12";"108,67";"90,56";"61,93";"92,09";"89,36";"107,27";"108,51";"96,45";"127,56";"100,18";"49,35";"84,51";"60,55";"104,08";"50,28";"15,98";"36,91";"42,71";"85,44";"82,62";"82,21"
"314660 PAIVA";"63,75";"22,73";"66,67";"68,42";"93,32";"85,21";"86,42";"115,68";"72,73";"77,38";"69,70";"90,91";"92,42";"98,48";"99,70";"78,79";"40,34";"107,86";"57,73";"92,42";"90,14";"35,92";"20,16";"31,25";"84,59";"84,75";"82,37"
"314670 PALMA";"86,10";"65,03";"58,93";"66,20";"92,17";"89,69";"90,06";"102,45";"65,40";"76,17";"79,74";"97,44";"95,52";"97,44";"122,01";"87,42";"52,09";"96,80";"34,44";"97,87";"86,82";"22,58";"33,56";"39,04";"75,81";"76,81";"78,56"
"314675 PALMOPOLIS";"95,83";"101,59";"73,43";"65,02";"92,64";"104,24";"112,76";"98,53";"63,06";"75,91";"86,28";"102,71";"105,74";"93,62";"105,84";"89,00";"43,38";"93,69";"44,76";"96,97";"56,49";"34,42";"28,28";"39,06";"83,22";"80,26";"81,71"
"314690 PAPAGAIOS";"80,57";"72,30";"60,59";"63,86";"87,50";"90,40";"93,16";"101,37";"74,85";"73,56";"79,22";"97,86";"97,99";"92,23";"116,16";"93,53";"38,16";"93,35";"41,21";"91,07";"85,46";"36,87";"43,82";"39,43";"74,53";"84,24";"82,22"
"314700 PARACATU";"97,20";"68,96";"65,55";"86,26";"87,51";"84,72";"96,91";"97,62";"66,44";"78,07";"78,81";"90,46";"94,36";"74,92";"103,43";"83,06";"30,84";"91,74";"40,99";"81,07";"75,47";"38,26";"45,56";"44,63";"73,33";"81,59";"80,78"
"314710 PARA DE MINAS";"100,26";"68,16";"53,28";"68,16";"75,24";"61,95";"74,21";"84,49";"39,24";"66,88";"51,75";"52,41";"56,03";"54,88";"99,28";"52,26";"23,62";"80,66";"27,26";"54,67";"74,38";"42,09";"27,63";"22,22";"72,12";"77,43";"72,16"
"314720 PARAGUACU";"103,48";"78,78";"76,52";"84,98";"99,23";"109,65";"112,58";"106,91";"98,29";"87,34";"97,45";"117,16";"110,23";"115,13";"119,97";"114,24";"55,91";"99,01";"49,04";"109,57";"84,03";"36,87";"27,85";"22,33";"77,60";"80,70";"86,01"
"314730 PARAISOPOLIS";"98,45";"60,10";"58,67";"59,53";"81,06";"78,23";"83,81";"92,89";"68,65";"69,58";"67,45";"83,86";"84,39";"83,00";"99,13";"76,72";"34,36";"85,27";"37,59";"81,83";"91,72";"27,06";"26,14";"37,31";"68,10";"75,33";"74,86"
"314740 PARAOPEBA";"107,84";"90,41";"66,16";"73,67";"94,30";"97,67";"102,65";"102,44";"89,09";"81,85";"88,82";"101,59";"104,30";"96,70";"107,43";"93,27";"37,72";"95,54";"45,69";"96,22";"73,37";"38,95";"36,05";"42,73";"76,72";"85,43";"85,62"
"314750 PASSABEM";"64,27";"20,49";"56,86";"67,35";"85,99";"89,29";"90,91";"107,29";"64,95";"85,99";"102,46";"97,54";"100,00";"101,64";"123,06";"76,23";"69,72";"91,03";"37,97";"86,89";"108,37";"37,89";"38,26";"24,63";"72,26";"85,28";"83,14"
"314760 PASSA QUATRO";"97,84";"99,74";"58,22";"61,81";"79,96";"76,27";"86,43";"91,32";"49,00";"60,82";"58,26";"81,69";"86,04";"78,75";"96,94";"67,54";"35,04";"88,41";"28,85";"76,50";"85,24";"43,85";"29,27";"28,98";"72,22";"80,81";"77,45"
"314770 PASSA TEMPO";"83,38";"63,87";"70,51";"80,34";"90,90";"102,20";"117,95";"127,99";"59,64";"84,22";"92,55";"116,95";"111,73";"113,04";"110,46";"102,23";"66,26";"95,52";"46,69";"109,12";"81,35";"28,86";"21,56";"29,20";"77,63";"77,97";"81,83"
